keywords,sentiment_coeff
man,1.1708782372464386
twisted,-1.064948239159207
lip,1.0440966418056485
vii,-1.2315990091915217
adventure,1.02381561329731
blue,1.1494886773940176
viii,-1.1782835365780282
band,1.090180188188722
ix,-1.2187364282709146
thumb,-1.0217192900074128
x,-1.0636869783808962
noble,1.1288417443299474
xi,-1.2210274870612863
coronet,1.3405049032023837
xii,-1.1706839537128304
copper,1.0941358613449634
always,1.223026833581916
woman,1.1346955955746834
seldom,-1.0950723305807648
heard,1.3261789308447645
mention,1.1255942205299596
name,1.0826718832698892
eyes,1.2330295336739256
whole,1.081883079902505
felt,1.3277514374270487
emotion,1.2878502093886057
love,1.198846012532747
one,1.196659744144277
particularly,-1.146624811997693
cold,1.103541161511162
mind,1.2233601536812042
take,1.0747903682890771
perfect,-1.2288575926797591
reasoning,-1.2369469955878762
observing,-1.3801004800364987
machine,-1.1312128554037526
lover,1.3919506754811273
would,1.2528687568204977
placed,-1.131690140885827
false,1.0501352012402634
position,1.1057764754528168
never,1.2175969311489014
spoke,1.3941026663695975
passions,1.1940957361853408
save,1.0460312735943744
things,1.2693884379999942
excellent,1.1190263727666607
drawing,1.1829810748549054
men,1.1306122088623891
actions,-1.1216580240070768
trained,1.2581637392975784
admit,-1.166130092867561
delicate,1.0821936317979597
introduce,1.4324872318770348
factor,-1.3301798504209372
might,1.1916537456129246
throw,1.2526446712432309
doubt,1.2309139824557966
upon,-1.050357978886146
mental,-1.1954192125110779
results,-1.3343883078553112
sensitive,-1.1219827435119756
instrument,-1.5788817908368187
crack,1.43726921830127
high,-1.0691125403118187
power,-1.196411227013372
strong,1.062444717393327
nature,-1.2503184294196379
yet,1.3593795431019653
late,1.1578766263172098
memory,1.2483502817676322
little,1.2734638243644207
lately,1.480849482622059
marriage,1.066042074943013
us,1.1409999848474028
away,1.2839581674168314
complete,-1.160258262225595
happiness,1.1193548586562807
home,1.204660535895628
interests,-1.210994371002741
rise,-1.0712319581438972
around,1.1090854930894012
finds,1.3278935183883902
master,1.3136162042684185
establishment,-1.4428104791256855
sufficient,-1.2434459652841385
attention,1.094499376914566
every,-1.0928289849326995
form,-1.3188101446821612
society,1.1175119760875345
soul,1.218908572394861
remained,1.285052085408947
baker,1.0401113847595562
street,1.0918536806790946
buried,1.2297070356854187
among,-1.0942655747470413
old,1.1519982337467642
books,1.0788947132432536
week,-1.033328134946544
drug,-1.3571880427065577
energy,-1.2375399776036564
keen,1.364930682351179
still,1.4697975610880243
ever,1.1945961353997412
deeply,-1.0258219599433542
attracted,1.1177378181301871
study,1.1581675377739258
crime,-1.104358366937605
occupied,1.055881498627295
immense,-1.0941266282667093
extraordinary,1.088749905524911
powers,-1.222271169898675
observation,-1.215051802851259
following,-1.1068101728123692
clearing,-1.2312372150323188
abandoned,1.108057720436105
official,-1.0891322513597115
police,1.1744121068592102
time,1.2116285250562664
vague,1.1653749906447652
account,-1.2363678376360157
murder,1.2425806724462736
singular,-1.0716477390768557
brothers,1.2684240901747186
finally,-1.1963144720264436
mission,-1.161319302172113
accomplished,-1.2026805843877284
successfully,-1.331796466369704
family,1.1178216964947487
beyond,-1.1055949142794657
signs,-1.2049997112364328
activity,-1.1577542710132693
however,-1.214072258998641
merely,-1.1795022404602293
shared,1.2128299011750874
daily,-1.152576957632146
press,-1.1038150880678606
knew,1.483730722138775
former,-1.1287305053853323
friend,1.2515534507368828
companion,1.3430017806765011
night,1.211291543915024
returning,1.2772680005645378
journey,1.1825136755263155
patient,-1.1188052141912863
returned,1.3120023766979756
civil,-1.141060788951616
practice,-1.2203281773581398
way,1.2241488831473895
led,1.1127335113093282
passed,1.1230199455724896
well,1.2051817598811148
remembered,1.3816819447595772
door,1.2229934206252306
must,1.079367351560099
associated,-1.2077341828733428
dark,1.1538063344892413
scarlet,1.06127091463358
seized,1.2530941988289304
desire,1.079487923259896
see,1.2383253027420384
know,1.3277709510650442
rooms,1.1864078529400133
lit,1.2356567685141893
even,1.1717119350539547
looked,1.4379103486254274
saw,1.531467742799656
tall,1.2048870134248695
spare,1.5608602060584302
figure,1.2041056034893682
pass,1.1065785874393863
twice,1.2739219896165166
blind,1.5645078113964843
pacing,1.5380152513223915
room,1.2590973317717875
swiftly,1.2439552428857674
eagerly,1.4898109492936928
head,1.1460650124880807
sunk,1.2320590102846727
chest,1.0919547979694029
hands,1.1911560013285936
behind,1.2770222758335685
mood,1.3497095210692005
habit,1.384810690509472
attitude,-1.053632323647567
manner,1.1113929619666072
told,1.3893214040940878
story,1.2556949858842228
work,-1.0868966462734466
risen,1.2883296189004432
created,-1.2243142666908875
hot,1.0768270817797445
new,-1.0719895148985201
problem,-1.0283758296536762
rang,1.3663669843843098
bell,1.029143214146644
shown,-1.0959200379802487
chamber,1.2331242098248767
formerly,-1.10954069363513
part,-1.127789218553891
glad,1.429891885792733
think,1.278399502966014
hardly,1.3331309269978777
word,1.3429141463736134
spoken,1.1621463017251288
kindly,1.3771306374971988
eye,1.1738729162651054
waved,1.316151159870075
armchair,1.3374991358486417
threw,1.2664138168357677
across,1.1070923075958201
indicated,-1.154646991772911
spirit,-1.2255902198801916
corner,1.294761445432414
stood,1.3241773021869165
fire,1.3768959233397553
fashion,1.1826203337834584
remarked,1.2512101383678604
watson,1.0316909866237007
put,1.2852089726159992
seven,1.0304600101384946
half,1.1053438144621728
pounds,-1.0652548389101142
answered,1.4321185836345782
indeed,1.1027145685888697
thought,1.4535613294025866
fancy,1.3325113539979647
observe,1.2176447877567513
tell,1.3208559874259729
intended,1.1323260139418532
go,1.3283308442420931
harness,1.3773016146109665
?,1.2805429563189048
getting,1.4582760684768976
wet,1.1454029362154055
servant,1.6461003220738217
girl,1.2033841590387662
dear,1.2385312425415194
said,1.3743225239883103
much,1.1716312650609677
certainly,1.1694817907588844
burned,1.1742137607508567
lived,1.1706513758084838
ago,1.0736380185656058
true,1.0817667003053524
walk,1.3599126282770206
came,1.4465761788187588
dreadful,1.3248212527137415
changed,1.1032091814259979
clothes,1.2523949009234678
imagine,1.2611183600526343
mary,1.161604447016994
wife,1.3107194993786715
given,-1.1384400376416661
notice,1.1275697977511772
fail,-1.2035245637399714
rubbed,1.2012189191642322
long,1.0842098106491969
nervous,-1.063908731332212
together,1.1715213359418926
simplicity,-1.1466530757156623
inside,1.2634963073995202
left,1.2049874415793944
leather,1.0945419605654967
six,-1.0425411957840651
almost,1.1464406332464505
obviously,1.2008445784750985
caused,-1.0751638808379531
someone,1.481573506429876
scraped,1.1121914660882932
round,1.3056251571836974
edges,-1.0922056007643666
sole,-1.0976897712356295
order,1.125644314602083
mud,1.336480575391296
hence,-1.335806651052029
double,1.139202833756043
weather,1.1535662216483336
malignant,-1.198446348577485
boot,-1.0949185164917
london,-1.0561344673436153
gentleman,1.2288389313197021
iodoform,-1.1550645176289267
black,1.112174256177896
mark,-1.1417538703124746
silver,-1.0534530394588744
right,1.1640556354918943
side,1.1330510707769155
top,1.2456373905188376
hat,1.1492917971839143
show,-1.092314623385889
dull,1.2123324034075529
active,-1.2211690412822278
member,-1.0480515684707412
medical,-1.2876510458511852
profession,-1.2651108140874072
could,1.2337185447211072
help,1.2389063073926043
laughing,1.4999288657698955
ease,1.2960656698592972
explained,1.206950275599997
process,-1.2881905939550244
hear,1.4447979329698166
give,-1.0448101577207871
reasons,-1.2159843907463297
appears,-1.1641347757869842
simple,-1.1002704139350754
easily,-1.1155306132318092
though,1.4151134843836133
instance,-1.3191806238009505
explain,-1.1163230481753503
believe,1.1900823733256156
good,1.1876358956932405
quite,1.2628899197727765
throwing,1.2855690033793612
clear,1.0794343850030939
example,-1.2728078519476316
frequently,-1.195791849671618
steps,1.1600788512998816
lead,-1.2029951469602473
hall,1.226652184851028
often,-1.1166300210712266
hundreds,1.0844411665211158
times,1.0753022315015865
many,-1.193282474166638
observed,-1.089316705653987
point,-1.1176384383807383
interested,1.1080012568103943
problems,-1.2688461392128625
enough,1.173306118770428
two,1.0538137341519656
sheet,1.0578071462628158
thick,1.0594263756171396
pink,1.1511917904431583
lying,1.2078708976285988
open,1.0358025446525854
table,1.2005857270653923
last,1.2065564294138913
post,-1.0328783163158648
aloud,1.5083291221717432
note,1.1054639389219996
either,-1.166435791422433
address,1.1614845761119712
call,1.1344162866550824
quarter,1.0941320645521042
eight,-1.0348222041433788
clock,1.130827316511315
desires,1.185676887465915
matter,1.102360955128683
moment,1.4674838587743246
recent,-1.2109879642513706
services,-1.1691829765899706
royal,-1.0903724874096206
houses,1.0541576437949614
europe,-1.166447729611535
matters,-1.0818186803481014
importance,-1.1459371233490512
exaggerated,-1.3214809755432286
quarters,1.1491377446456668
received,1.1177608503303536
hour,1.0788934590779506
visitor,1.3241293791261741
wear,1.2152889474896509
means,-1.1818181025820171
capital,-1.1397747972088779
mistake,1.3722161636505377
begins,-1.1300682651689646
facts,-1.05802944896306
suit,1.262910947721485
theories,1.2103316121352123
instead,1.1284168019735312
carefully,1.1345713041815608
examined,1.1280711539193922
writing,1.175271498204975
paper,1.0509982756714475
wrote,1.1312727192254257
processes,-1.4038685747603297
bought,-1.0801134786727646
crown,-1.1224148413716062
stiff,-1.1295723745985908
peculiar,-1.0744622018713108
hold,1.1442960150107406
light,1.128740193944231
large,-1.1277596696535446
e,-1.1477762145947044
g,-1.0918832694377594
p,-1.125228121700049
asked,1.3868167682390624
rather,1.1811492755459454
german,1.0982967162620794
company,1.0502392785661219
contraction,-1.1392015985280552
like,1.3344146819645504
co,-1.2894324080823787
course,-1.2456561899128933
let,1.263028676297395
glance,1.3990814155499265
continental,-1.2259416032445185
took,1.247501521191539
heavy,1.084401105545728
brown,-1.0436483213934198
volume,-1.2782791844094616
speaking,1.2516152329082146
far,-1.0947125922726921
remarkable,-1.1011168517803547
scene,1.2266442447416255
death,1.0792950784375182
numerous,-1.3565747171469937
glass,1.196699031011323
factories,-1.1738174813453655
mills,-1.1408310984855181
ha,1.0339509177925068
boy,1.2998135722463644
sent,1.2142059965473306
great,-1.0876330492013442
cloud,1.1561837341241534
made,-1.1036812573920345
precisely,-1.3656011914224395
construction,-1.3706712923048339
sentence,1.2664808586798373
frenchman,1.3205068166664766
russian,1.133516646701513
remains,-1.2263204604487874
therefore,-1.2886263409239618
discover,-1.2891400749372282
wanted,1.5054485656840662
writes,1.5516008564969648
wearing,1.146704134410003
showing,-1.0280401493236868
face,1.2522408174896709
comes,1.131026071468769
mistaken,-1.0699598325869797
doubts,1.2030862340224469
sharp,1.0179263011648456
sound,1.2079870830590402
horses,1.3107304438787175
hoofs,1.3233982833933806
wheels,1.277052142935846
followed,-1.0880070589928073
pull,1.2119573719692236
pair,1.25622238970509
yes,1.3023758750558563
continued,1.484185240065128
glancing,1.4482405111727323
window,1.3181100214127472
nice,1.3887804908542887
hundred,1.0273672760652484
fifty,-1.0238994070943928
money,1.0479933370467946
nothing,1.3038494462409551
else,1.231853066159329
better,1.176164954621803
bit,1.2939419212709897
doctor,1.342626146235544
stay,1.2797794103988671
lost,1.1060862735166388
interesting,1.041658186177929
pity,1.2224918654361845
miss,1.1182661924528752
client,1.4454383967785667
want,1.1814003673711801
sit,1.3337345930593965
best,1.0937918244520541
slow,-1.1690915863381
step,1.1597013914602596
stairs,1.5326243519750131
passage,1.10085488340622
paused,1.5751317339518827
immediately,1.2383576047161762
outside,-1.0699481102509032
loud,1.2231454293482227
come,1.37134828956452
entered,1.293606480106089
less,-1.1532073658610527
feet,1.1387567293237086
height,-1.118356852689643
limbs,-1.1292372870217355
dress,1.219498287122823
rich,1.0572745526281575
england,-1.0938219488517655
bad,1.2134911716586585
taste,1.5388689078113988
bands,1.1619429609552305
sleeves,1.1927984802663316
coat,1.1297533985071089
deep,1.0697845755227164
cloak,1.2471525153542624
thrown,1.088331563483239
shoulders,1.172995253282516
lined,1.0315206410443087
coloured,-1.0900879419697227
silk,-1.0380190794550024
secured,-1.323540895891796
neck,1.0284808587383998
consisted,-1.1114127878602942
single,-1.1699895682516803
boots,1.1603537512650064
extended,-1.1397098931940308
fur,1.1102719748710514
completed,-1.3646904168664935
impression,1.2159264606800642
suggested,1.1157522074013777
appearance,-1.0822226415082696
carried,-1.1522208650641494
broad,1.043496491198588
hand,1.14179026390389
wore,1.1558714704138473
upper,-1.0320866189302502
extending,-1.318052348072176
past,1.3325624356544936
apparently,1.165177905683655
raised,1.041721770639012
lower,-1.0524645386309308
appeared,1.268185529113135
hanging,1.110076182853512
straight,1.4866502834060034
chin,1.1330580133899035
resolution,-1.0969995370255101
pushed,1.2294425432254528
length,-1.2020550061942339
harsh,-1.211703722601988
voice,1.2936065814015865
strongly,-1.147456792993462
marked,-1.214306764339761
uncertain,1.3154168677513016
pray,1.1455654831874207
seat,-1.0804422812685526
dr,1.027147626294529
occasionally,1.081233155229605
cases,-1.24895861553444
count,1.4099197361610554
understand,1.2827814979034176
trust,-1.0578841314969272
extreme,-1.1858601940302766
prefer,-1.1735238621910669
alone,1.2399348449654022
rose,1.4436148642713837
caught,1.3837833919645741
wrist,1.0417326137142902
back,1.3137671331025031
chair,1.2082086756338757
none,1.2671214173752532
say,1.4342724895774144
anything,1.2228936476409538
shrugged,1.2471803384913327
begin,1.1071447068319864
absolute,-1.1427724032564528
years,-1.0400605493978632
end,-1.0404603907560892
present,-1.2244378150565522
weight,-1.1527201955479667
influence,-1.2573243777752334
european,-1.2264695580635803
history,-1.1226519199506828
promise,1.15335987923611
excuse,1.2972901938110217
strange,1.3391221303192888
august,-1.0257428390708
person,-1.065999920556626
wishes,1.2183614647483085
agent,-1.231344822697852
unknown,-1.1366430625960504
confess,1.3348415845144748
called,1.1338687089659463
exactly,1.515136347228305
aware,1.259377295004622
circumstances,-1.2646646225520644
taken,1.0658876219952678
grow,-1.0601231559431066
seriously,1.1482935819466202
compromise,-1.1489317027444261
families,-1.154424168040898
speak,1.3840503265339617
plainly,1.214170185297341
house,1.178378813959352
kings,-1.138886677066114
closing,1.2331251454260115
glanced,1.3869862900297294
apparent,-1.293043530450799
surprise,1.4736622536795352
energetic,1.2831419829478923
slowly,1.0511028448628101
gigantic,-1.2312559194093384
majesty,1.102879435381319
state,-1.1612037337838241
able,1.1354522894278654
sprang,1.1483722835524295
paced,1.3840643381486062
agitation,1.0778280991019953
gesture,1.4269897525324169
ground,1.2094427379085644
cried,1.3274651738089303
king,-1.0277158520941827
attempt,-1.1865572960291153
conceal,1.3068017191754917
addressing,1.4002547983240214
grand,1.045056516656723
duke,1.0784159310795045
sitting,1.296612030326349
passing,1.167046624467405
white,1.0537768398537541
forehead,1.1360568519640035
accustomed,1.2115013874438096
business,1.0695949421982003
putting,1.2453063999612488
purpose,-1.1755649685418736
visit,1.2161198894266456
acquaintance,1.400373418388331
known,-1.2059304150536083
familiar,1.3163782762136418
look,1.4989297959074452
index,-1.1570036972392832
opening,-1.1083330549346135
adopted,-1.2674550906449744
system,-1.256503376905906
concerning,-1.1073127848790916
difficult,-1.1065109229445167
subject,-1.187128075112343
furnish,-1.3325072511664742
found,1.1587858491841512
staff,1.2096809208443544
commander,1.0499701078532502
sea,-1.1056276720510163
hum,1.1262649170818846
born,-1.1415885768528908
jersey,-1.120364583385154
year,-1.0630109376076915
la,1.0224298845202864
imperial,1.0462569063175682
retired,1.2653719066151659
stage,-1.1222821831100995
living,1.062843800696219
became,1.106789456647599
young,1.1145344874550307
letters,1.1048661498396701
secret,-1.091184173253935
papers,1.1366798782554652
follow,-1.1499289856040904
produce,-1.2330465717598542
purposes,-1.3658353446735512
prove,-1.0693137854759873
private,1.0609732690770508
stolen,1.41620131034509
photograph,1.113587817247595
oh,1.3000344880959613
committed,-1.2009873050999933
mad,1.4671298929689718
prince,1.1382988674502592
thirty,-1.0154473941953608
recovered,1.2679054375470253
tried,1.3371941911621497
failed,-1.135838020485998
pay,1.071441151378992
sell,-1.1216426036101683
attempts,-1.388463600541261
result,-1.3121183899674502
sign,1.162663700282274
absolutely,-1.0548409130192449
laughed,1.4805459001672294
pretty,1.2100893415766847
serious,-1.106388545900044
propose,1.1667410320336387
ruin,-1.1398678454311053
married,1.187611978560103
second,-1.0875410680896278
daughter,1.2910444207975
strict,-1.3699535261155626
principles,-1.2420077745194038
shadow,1.0253201801165923
conduct,-1.1577954835546456
bring,1.13460679976266
send,1.2072570210480154
steel,-1.1734791468132317
beautiful,1.292683864913931
women,-1.035725960069199
resolute,1.4000311554380411
marry,1.2188602548052403
another,1.311389601774227
day,1.1325759853054902
next,1.1338343355881748
three,1.0201070473219602
days,-1.0413045310782996
fortunate,1.281217618144646
shall,1.0267910720611808
drop,1.154895836876676
line,-1.072317260521599
progress,-1.2056701620368917
anxiety,1.1613196715884273
provinces,-1.118451053769098
kingdom,-1.1402708781310344
expenses,-1.3400892149804962
bag,1.1725492599032785
laid,-1.0552127204178385
gold,1.0431599539724308
notes,1.0628932619618359
book,1.0655031845968708
handed,1.2547454516997625
mademoiselle,1.0751568119616834
lodge,1.029045787752695
avenue,1.2130366963962347
st,1.0303528771958288
john,-1.0064678646718213
wood,1.146969981237059
question,1.0485238705937296
soon,1.3108176978028927
news,1.2358907960880092
added,1.2108979127109463
rolled,1.168017682624524
morrow,1.1545855349282284
afternoon,1.3396200748927303
informed,1.2426357094903902
shortly,-1.1372246158728878
morning,1.1884482580436038
sat,1.3340144064050776
beside,1.3562288986822202
intention,1.1863027455819446
awaiting,1.2198672366800631
already,1.2183183892214982
inquiry,1.2841460436841765
surrounded,1.0601332469299984
features,-1.0563654866986192
crimes,-1.441965436714938
recorded,-1.580469590818857
station,1.2198126689793203
gave,1.2026710994348049
apart,-1.1274040047748086
investigation,-1.5492123370690365
something,1.4226703497152748
grasp,1.1562026570738215
situation,-1.2355730702834016
pleasure,1.3344511355768789
quick,1.2453472137322572
subtle,1.3162583755105375
methods,-1.282454134392634
success,-1.138311581066001
possibility,-1.0829773729973269
failing,-1.2770131548530725
ceased,1.3122151186424995
enter,1.1204344823068249
close,1.1349714100808928
four,-1.01964733109317
opened,1.1136245095520827
drunken,1.6890601752003147
looking,1.5414846834204403
groom,1.6784737361619837
ill,1.146522171220037
inflamed,-1.1615686340294362
walked,1.3272885442015585
use,-1.1163118141854314
certain,-1.29720188357295
vanished,1.4716849582274247
bedroom,1.3762141631353697
whence,1.26678956687505
minutes,1.093944947790067
stretched,-1.0529562388350182
legs,1.1552886875745112
front,1.2600148610706194
really,1.2989585143985207
obliged,1.1829891624997733
lie,1.058494593119393
helpless,1.4685302025332696
funny,1.5469591075712035
employed,-1.273208291499248
ended,1.297088291102878
suppose,1.407166229832191
watching,1.4422025395049372
habits,1.2068687650115657
perhaps,1.262238752590119
unusual,-1.180330080823257
wonderful,1.4628792992465982
sympathy,1.1404805226530028
freemasonry,-1.2425420685397546
garden,1.2500487523312092
built,-1.1086156014608568
road,1.1385250246186682
stories,1.3440644340765058
lock,1.4378022621965558
furnished,-1.285643410437467
windows,1.1724783715236002
floor,1.13643413316771
child,1.1761243221677735
reached,1.111203722153343
coach,1.290225231474776
closely,-1.0902335541758714
view,-1.140513925817219
interest,-1.1465205637612352
expected,1.3460539593689609
lane,1.186651054281645
runs,-1.22782478431335
wall,-1.0408309674889322
lent,1.1874459074584234
rubbing,1.1780427828825808
exchange,-1.2243476054819207
tobacco,-1.106479319171148
dozen,1.1708991066381638
people,1.1269491698745324
least,-1.1369478818207144
whose,1.1053213534432371
compelled,-1.1552651746174143
listen,1.4011189370260397
turned,1.4087982754157027
heads,1.2959178934238584
lives,-1.0718967376177617
quietly,1.4313013927727167
returns,-1.1460256354885132
dinner,1.3032997672385065
goes,-1.0991477373424858
except,-1.1965015754448112
male,-1.1811341984242838
deal,1.1144000155563876
handsome,1.2401084301226373
calls,-1.312057018012547
mr,1.0512129459729112
inner,-1.0379598620698909
temple,1.510337835641032
advantages,-1.2809515416969395
driven,1.137679638527253
listened,1.4409718168559091
began,1.4335333831198285
near,1.1987437332448148
plan,-1.0893328484869953
campaign,-1.0815581227939672
evidently,1.3886645630989756
sounded,1.4457420504438987
relation,-1.2922841193462253
object,-1.1457414646384088
repeated,1.1172084098895427
mistress,1.7697993680366595
probably,1.1051514422283293
transferred,-1.2189047945044684
keeping,1.2178482931176131
latter,1.174863017739361
likely,-1.0537290713757768
issue,-1.1508779652106298
depended,-1.331904567395874
whether,1.1549551645532379
continue,1.1303307235110789
turn,1.4090207582938619
field,1.1001496715108865
fear,1.1990010919281804
bore,1.2662033531359311
details,1.1732682338318445
difficulties,-1.2793434445523837
cab,1.3127854104848944
drove,1.3188059299579844
remarkably,-1.0848825504133681
hurry,1.5632883186857052
shouted,1.358953706589251
wait,1.2977077477306067
brushed,1.5046080857471842
maid,1.398236028626005
air,1.152846834084384
thoroughly,1.2319184026403447
catch,1.3980273779604642
talking,1.4498082773431589
arms,1.1667557038574956
stepped,1.4200965346188168
pulled,1.2105763740277249
watch,1.549701234148689
pocket,1.2122690690515792
drive,1.2468257382976857
devil,1.2605798060747937
gross,-1.4130443916557285
church,1.0723654483162477
twenty,-1.0206470524774889
went,1.419263318816267
coachman,1.4981297341775683
ear,1.2270574758177255
shot,1.1193273896114349
lovely,1.478526696704645
die,1.1406799840481276
sovereign,1.1037709357259937
reach,-1.112218866566824
lose,1.1197090479744944
run,1.2054051711663236
driver,1.5572894492694722
jumped,1.4063382321359594
twelve,-1.02781092548243
wind,1.2349924215993673
fast,1.2911950897887639
faster,1.4207129982247537
others,1.2646813875277239
arrived,1.2026271617207205
paid,1.0659920213986882
hurried,1.3704029823719348
seemed,1.353526991651233
standing,1.2648197876939042
dropped,1.3611272629372908
suddenly,1.43077029487114
faced,1.1595594929233255
running,1.2507403290417705
hard,1.1263437488505577
towards,-1.075795561916015
thank,1.22208148291313
god,1.1121248874755199
dragged,1.354290117115398
whispered,1.4684120507268055
generally,-1.1362761906188557
secure,-1.1695331161808664
done,1.3113683373068477
instant,1.4410024232397451
lady,1.2166225426355337
life,-1.1133151127976102
started,1.4166815769063594
seems,1.1588982924407056
license,-1.150249566159397
refused,1.0953641223684651
witness,1.1529560962299048
sort,1.2091647574001103
saved,1.1545674515149982
streets,1.1555881678835889
search,1.257136397263793
mean,1.3455984916328967
chain,-1.21402324516275
occasion,-1.165629511121672
unexpected,1.168951014486766
affairs,-1.107197206925259
plans,-1.129899580721727
immediate,-1.3965994045319872
departure,1.1090526469732729
measures,-1.2816982071491725
separated,-1.0524061458839387
driving,1.3627779168055352
usual,1.16644582858986
different,-1.090271155559701
directions,-1.2164166026241516
arrangements,1.2977116969457616
ringing,1.3116656883913884
busy,1.3175415188575648
food,-1.055632549879332
evening,1.2660437989025821
operation,-1.2396424446710963
delighted,1.587709958174045
breaking,-1.1367512765063146
law,-1.1258991981501982
chance,1.1114412553506274
arrest,-1.209676913202617
cause,-1.253136613268941
wish,1.2578392464652521
mrs,1.0928574324487677
turner,1.1078856835735102
brought,1.183712184087377
provided,-1.2901858781169149
discuss,-1.1565253161145672
eat,1.298937915121234
nearly,-1.0705553012637896
hours,-1.051792310070653
action,-1.2027829957067453
madame,1.2356553094920586
meet,1.341244362889913
leave,1.2123630053488819
arranged,1.1148045198965073
occur,-1.2077953817530078
interfere,-1.3038772845822606
whatever,-1.0775910490309286
join,1.1589097576119811
conveyed,-1.248041680862496
afterwards,1.2583925964819733
visible,1.102295064685633
raise,-1.1109297738574213
cry,1.3425228116478873
entirely,-1.1301129397023706
formidable,1.2334491837582315
taking,1.1525068526630489
shaped,-1.1612080004732073
roll,1.5058625075486123
ordinary,-1.2325321655540171
smoke,1.1207415931243947
fitted,-1.201104953716746
cap,1.225180470943495
self,-1.0236238093620182
task,-1.1887677335483988
confined,-1.2568629610420476
number,-1.1654456255210814
ten,1.0254750307173883
hope,1.2004162070597526
remain,-1.082866594483427
signal,1.4040566939293602
prepare,-1.1295056960084842
role,-1.1457392709473748
play,1.1662571071731849
disappeared,1.1382920825394758
amiable,1.5326582015441292
minded,1.1484561053076345
trousers,1.1536006890638755
sympathetic,-1.3828885950425216
smile,1.3089193229896872
general,-1.0698438416613938
curiosity,1.3596848674758872
hare,1.3550190861883902
expression,1.1937269306355678
vary,-1.2515601357261594
fresh,1.1369372377185418
assumed,-1.0499660609811448
fine,1.1212867743489514
science,-1.1400975736343857
acute,-1.1697737691567551
waiting,1.364594001408478
coming,1.4580674162746072
description,-1.2596975177189889
contrary,1.1608827191637854
quiet,1.3361115719620003
animated,1.215489057978132
group,-1.1125521863525534
dressed,1.2715055441587668
wheel,1.4573678769027902
nurse,1.2759797650391587
several,-1.0295747616545936
becomes,-1.080196034121537
weapon,-1.2542586193216798
princess,1.1731416387842573
size,-1.1342907731253746
easy,1.0747902019464504
knows,1.142432766229272
capable,-1.1878205299471827
carry,1.088806203963298
inclined,1.4660529370212942
neither,1.221836477083084
naturally,1.124431596144277
anyone,1.2584138747123395
political,-1.1781875403361937
bear,1.1812500924580769
besides,1.2233215988808734
remember,1.383074828824389
resolved,1.2179537356283276
within,-1.1101728397273318
lay,1.17289675681069
refuse,1.4355176253566058
carriage,1.379597505002632
orders,1.111266732579444
letter,1.1907267469357707
smart,1.4272144075641782
dashed,1.3192031327152656
forward,1.2410390000961349
rushed,1.322582071707631
quarrel,1.262176006467164
broke,1.2441498903581973
increased,-1.1881871268355795
sides,1.1447706785495246
equally,-1.157253918383134
blow,-1.0786776086277967
struck,1.2277286200138093
centre,-1.0512967994571012
flushed,1.2902967874425326
struggling,1.5452268656919994
crowd,1.311523154346556
protect,-1.2242638128063137
blood,-1.0724540852237647
freely,-1.0935122852125227
fall,1.0991514947307524
heels,1.3593981795545946
direction,-1.111527242173176
watched,1.5537677469577016
crowded,1.208938192752361
attend,1.2495564067224434
injured,-1.188349006550923
lights,1.526341002898837
poor,1.147470562315142
hurt,1.5769009066568527
